ID_Registro,Ciudad,Fecha,Hora,Latitud,Longitud,Tipo_Zona,Tipo_Sensor,Fuente_Principal_Ruido,Nivel_Ruido_dB,Clasificacion_Normativa,Indice_Movilidad,Flujo_Vehicular_veh_h,Velocidad_Promedio_kmh,Saturacion_Transporte,Condicion_Climatica,Calidad_Señal_Sensor,Observaciones
COL-0208,Bogotá,2024-07-18,2,4.6822,-74.1166,Educativa,Sensor_Móvil,Tráfico_Vehicular,40.7,Bajo,13,115,53.2,0.27,Despejado,0.77,Medición estándar
COL-0590,Bogotá,2024-07-25,4,4.7556,-74.097,Mixta,Sensor_Fijo,Tráfico_Vehicular,48.1,Bajo,28,377,48.8,0.41,Despejado,0.8,Moto dañada transitando
COL-0279,Bogotá,2024-07-30,14,4.6969,-74.0311,Hospitalaria,Sensor_Móvil,Industrial,58.7,Crítico,31,343,48.2,0.41,Despejado,0.73,Alta afluencia peatonal
COL-0511,Bogotá,2024-08-03,14,4.7461,-74.0886,Comercial,Sensor_Móvil,Comercio,75.7,Alto,64,536,38.0,0.77,Despejado,0.7,Semáforo averiado
COL-0934,Bogotá,2024-08-13,13,4.7602,-74.0907,Industrial,Sensor_Móvil,Tráfico_Vehicular,79.8,Moderado,40,407,50.7,0.65,Despejado,0.75,Moto dañada transitando
COL-0567,Bogotá,2024-08-18,12,4.6906,-74.0904,Residencial,Sensor_Fijo,Transporte_Público,50.6,Moderado,27,249,48.2,0.3,Nublado,0.97,Alta afluencia peatonal
COL-0505,Bogotá,2024-08-18,15,4.7078,-74.1028,Residencial,Sensor_Ciudadano,Transporte_Público,51.1,Moderado,40,445,40.2,0.44,Nublado,0.89,Moto dañada transitando
COL-0624,Bogotá,2024-08-20,17,4.6695,-74.118,Residencial,Sensor_Fijo,Tráfico_Vehicular,53.1,Moderado,54,809,39.2,0.69,Nublado,0.74,Semáforo averiado
COL-0132,Bogotá,2024-08-29,9,4.7059,-74.0523,Comercial,Sensor_Fijo,Industrial,85.8,Crítico,84,744,26.4,1.0,Despejado,0.74,Moto dañada transitando
COL-0387,Bogotá,2024-09-01,1,4.76,-74.117,Comercial,Sensor_Fijo,Comercio,54.8,Bajo,20,230,48.6,0.39,Despejado,0.92,Semáforo averiado
COL-0905,Bogotá,2024-09-16,11,4.6835,-74.1086,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,50.1,Crítico,41,337,39.3,0.55,Nublado,0.99,Evento especial cercano
COL-0467,Bogotá,2024-09-22,18,4.6759,-74.035,Industrial,Sensor_Móvil,Tráfico_Vehicular,87.5,Alto,76,611,28.8,1.0,Nublado,0.95,Obra en construcción
COL-0337,Bogotá,2024-10-08,1,4.6652,-74.092,Residencial,Sensor_Fijo,Tráfico_Vehicular,35.2,Bajo,1,11,60.6,0.0,Nublado,0.72,Moto dañada transitando
COL-0971,Bogotá,2024-10-10,0,4.7195,-74.0962,Comercial,Sensor_Fijo,Comercio,58.0,Bajo,30,361,53.2,0.42,Nublado,0.92,Moto dañada transitando
COL-0688,Bogotá,2024-10-15,12,4.734,-74.1163,Mixta,Sensor_Móvil,Tráfico_Vehicular,65.6,Alto,50,714,42.0,0.53,Nublado,0.84,Operación normal
COL-0593,Bogotá,2024-10-20,17,4.6882,-74.0661,Educativa,Sensor_Fijo,Construcción,77.5,Crítico,71,815,37.0,0.99,Nublado,0.82,Medición estándar
COL-0270,Bogotá,2024-10-21,5,4.6958,-74.0265,Residencial,Sensor_Fijo,Transporte_Público,45.0,Bajo,4,46,62.0,0.16,Despejado,0.94,Evento especial cercano
COL-0873,Bogotá,2024-10-26,12,4.6687,-74.0532,Residencial,Sensor_Fijo,Transporte_Público,55.2,Alto,36,487,51.4,0.45,Nublado,0.84,Operación normal
COL-0067,Bogotá,2024-10-28,7,4.6829,-74.0469,Residencial,Sensor_Móvil,Transporte_Público,53.4,Moderado,62,876,31.1,0.92,Nublado,0.74,Moto dañada transitando
COL-0395,Bogotá,2024-10-30,13,4.7233,-74.0258,Comercial,Sensor_Móvil,Tráfico_Vehicular,74.3,Alto,50,518,33.6,0.61,Lluvioso,0.91,Alta afluencia peatonal
COL-0105,Bogotá,2024-11-01,17,4.7078,-74.0361,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,75.5,Crítico,86,767,28.9,1.0,Lluvioso,0.7,Evento especial cercano
COL-0620,Bogotá,2024-11-05,11,4.7461,-74.0464,Residencial,Sensor_Móvil,Tráfico_Vehicular,43.3,Bajo,22,231,51.8,0.23,Despejado,0.95,Moto dañada transitando
COL-0160,Bogotá,2024-11-05,14,4.7278,-74.0712,Comercial,Sensor_Móvil,Transporte_Público,69.3,Moderado,62,619,33.5,0.68,Nublado,0.73,Alta afluencia peatonal
COL-0319,Bogotá,2024-11-10,22,4.6965,-74.1074,Residencial,Sensor_Móvil,Transporte_Público,47.3,Moderado,0,0,56.0,0.0,Despejado,0.73,Operación normal
COL-0598,Bogotá,2024-11-21,9,4.6626,-74.0843,Residencial,Sensor_Fijo,Tráfico_Vehicular,58.2,Alto,62,772,39.0,0.71,Ventoso,0.77,Alta afluencia peatonal
COL-0664,Bogotá,2024-11-21,23,4.6806,-74.0237,Comercial,Sensor_Fijo,Construcción,61.4,Moderado,28,281,47.3,0.35,Nublado,0.85,Evento especial cercano
COL-0529,Bogotá,2024-11-22,17,4.6736,-74.0745,Comercial,Sensor_Ciudadano,Transporte_Público,78.2,Crítico,94,874,30.9,1.0,Despejado,0.95,Festival o concierto
COL-0838,Bogotá,2024-11-25,7,4.7093,-74.0426,Comercial,Sensor_Móvil,Eventos,75.3,Alto,92,992,26.6,1.0,Nublado,0.71,Evento especial cercano
COL-0859,Bogotá,2024-11-28,11,4.6907,-74.1128,Mixta,Sensor_Fijo,Tráfico_Vehicular,64.3,Moderado,51,474,40.9,0.61,Despejado,0.79,Evento especial cercano
COL-0306,Bogotá,2024-12-09,9,4.7018,-74.1177,Comercial,Sensor_Fijo,Transporte_Público,72.7,Alto,84,1083,29.8,1.0,Despejado,0.91,Festival o concierto
COL-0057,Bogotá,2024-12-13,23,4.71,-74.0793,Residencial,Sensor_Ciudadano,Comercio,38.0,Bajo,0,0,63.9,0.0,Ventoso,0.73,Evento especial cercano
COL-0454,Bogotá,2024-12-14,12,4.6821,-74.0646,Residencial,Sensor_Fijo,Industrial,59.6,Alto,34,431,42.8,0.41,Lluvioso,0.75,Mercado informal
COL-0204,Bogotá,2024-12-22,10,4.7427,-74.1109,Residencial,Sensor_Fijo,Mixta,43.9,Bajo,39,510,39.2,0.62,Despejado,0.81,Operación normal
COL-0502,Bogotá,2024-12-29,12,4.7188,-74.0297,Comercial,Sensor_Móvil,Tráfico_Vehicular,64.6,Moderado,60,698,34.0,0.86,Nublado,0.71,Mercado informal
COL-0977,Bogotá,2025-01-04,16,4.7161,-74.1114,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,46.8,Alto,43,374,50.2,0.67,Despejado,0.78,Evento especial cercano
COL-0795,Bogotá,2025-01-15,4,4.705,-74.1133,Mixta,Sensor_Fijo,Transporte_Público,53.7,Bajo,21,209,51.7,0.35,Despejado,0.96,Moto dañada transitando
COL-0004,Bogotá,2025-01-20,3,4.7419,-74.0702,Residencial,Sensor_Ciudadano,Eventos,34.7,Bajo,0,0,57.4,0.0,Despejado,0.83,Festival o concierto
COL-0865,Bogotá,2025-02-02,19,4.6856,-74.0262,Residencial,Sensor_Móvil,Construcción,61.3,Crítico,59,507,31.4,0.8,Despejado,0.95,Mercado informal
COL-0818,Bogotá,2025-02-03,17,4.7215,-74.0814,Residencial,Sensor_Móvil,Tráfico_Vehicular,55.5,Alto,61,651,37.8,0.68,Despejado,0.82,Semáforo averiado
COL-0621,Bogotá,2025-02-08,5,4.7568,-74.0746,Comercial,Sensor_Móvil,Transporte_Público,59.1,Bajo,29,299,49.3,0.48,Despejado,0.96,Festival o concierto
COL-0027,Bogotá,2025-02-09,4,4.7068,-74.0989,Comercial,Sensor_Móvil,Tráfico_Vehicular,49.5,Bajo,22,249,55.3,0.18,Lluvioso,0.75,Evento especial cercano
COL-0930,Bogotá,2025-02-24,8,4.6769,-74.0362,Industrial,Sensor_Fijo,Comercio,88.3,Crítico,76,1004,28.1,1.0,Nublado,0.93,Evento especial cercano
COL-0990,Bogotá,2025-02-24,16,4.7523,-74.1139,Residencial,Sensor_Móvil,Comercio,50.3,Moderado,39,572,45.5,0.57,Despejado,0.8,Obra en construcción
COL-0343,Bogotá,2025-03-02,4,4.7112,-74.1016,Residencial,Sensor_Fijo,Construcción,39.2,Bajo,0,0,49.0,0.0,Despejado,0.76,Moto dañada transitando
COL-0024,Bogotá,2025-03-02,15,4.7432,-74.0933,Comercial,Sensor_Móvil,Transporte_Público,74.3,Alto,51,583,41.1,0.66,Despejado,0.97,Obra en construcción
COL-0509,Bogotá,2025-03-14,22,4.694,-74.073,Mixta,Sensor_Fijo,Tráfico_Vehicular,67.8,Alto,28,377,45.5,0.42,Nublado,0.74,Semáforo averiado
COL-0284,Bogotá,2025-03-20,23,4.6973,-74.0931,Comercial,Sensor_Fijo,Tráfico_Vehicular,49.9,Bajo,24,312,56.1,0.22,Nublado,0.93,Moto dañada transitando
COL-0599,Bogotá,2025-03-23,4,4.7339,-74.0617,Educativa,Sensor_Móvil,Transporte_Público,50.3,Moderado,14,132,49.1,0.1,Despejado,0.83,Semáforo averiado
COL-0282,Bogotá,2025-03-25,9,4.7087,-74.1021,Residencial,Sensor_Fijo,Comercio,50.8,Moderado,65,675,32.0,0.92,Despejado,0.75,Mercado informal
COL-0159,Bogotá,2025-03-29,11,4.7571,-74.0714,Comercial,Sensor_Fijo,Comercio,73.6,Alto,56,511,44.4,0.78,Despejado,0.79,Festival o concierto
COL-0877,Bogotá,2025-04-04,10,4.7021,-74.1171,Comercial,Sensor_Fijo,Eventos,70.9,Alto,69,759,31.5,0.79,Nublado,0.81,Medición estándar
COL-0638,Bogotá,2025-04-06,20,4.7606,-74.0403,Residencial,Sensor_Fijo,Construcción,60.4,Alto,33,312,52.6,0.34,Lluvioso,0.91,Alta afluencia peatonal
COL-0966,Bogotá,2025-04-09,20,4.6616,-74.0728,Residencial,Sensor_Fijo,Transporte_Público,47.6,Moderado,37,397,42.7,0.4,Nublado,0.99,Alta afluencia peatonal
COL-0143,Bogotá,2025-04-16,23,4.7361,-74.0949,Hospitalaria,Sensor_Ciudadano,Industrial,51.4,Crítico,7,75,66.6,0.06,Lluvioso,0.77,Moto dañada transitando
COL-0358,Bogotá,2025-04-26,14,4.7434,-74.1139,Residencial,Sensor_Fijo,Eventos,49.9,Moderado,23,243,50.7,0.21,Despejado,0.76,Medición estándar
COL-0972,Bogotá,2025-05-08,3,4.7551,-74.0756,Mixta,Sensor_Fijo,Mixta,59.1,Moderado,16,205,51.1,0.2,Nublado,0.7,Medición estándar
COL-0101,Bogotá,2025-05-08,22,4.6901,-74.0468,Residencial,Sensor_Móvil,Tráfico_Vehicular,46.2,Bajo,0,0,60.7,0.0,Despejado,0.8,Medición estándar
COL-0414,Bogotá,2025-05-09,23,4.7445,-74.1169,Residencial,Sensor_Fijo,Transporte_Público,36.9,Bajo,0,0,61.5,0.06,Lluvioso,0.77,Obra en construcción
COL-0250,Bogotá,2025-05-12,22,4.7074,-74.0315,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,49.6,Moderado,0,0,59.7,0.0,Lluvioso,0.83,Obra en construcción
COL-0155,Bogotá,2025-05-14,1,4.7385,-74.0876,Comercial,Sensor_Fijo,Eventos,61.3,Moderado,34,449,42.7,0.46,Lluvioso,0.79,Obra en construcción
COL-0428,Bogotá,2025-05-19,14,4.7397,-74.1004,Residencial,Sensor_Ciudadano,Mixta,60.3,Alto,34,500,50.0,0.52,Despejado,0.71,Medición estándar
COL-0519,Bogotá,2025-05-23,12,4.7428,-74.0782,Residencial,Sensor_Fijo,Tráfico_Vehicular,46.8,Moderado,34,461,36.6,0.43,Despejado,0.84,Moto dañada transitando
COL-0386,Bogotá,2025-05-24,15,4.6876,-74.0339,Residencial,Sensor_Fijo,Eventos,52.6,Moderado,36,335,42.2,0.58,Nublado,0.83,Evento especial cercano
COL-0745,Bogotá,2025-05-24,18,4.6819,-74.1041,Mixta,Sensor_Móvil,Tráfico_Vehicular,66.6,Alto,87,1094,21.1,1.0,Despejado,0.9,Moto dañada transitando
COL-0882,Bogotá,2025-05-24,19,4.6787,-74.0899,Comercial,Sensor_Fijo,Tráfico_Vehicular,78.4,Crítico,81,1200,30.4,0.92,Despejado,0.88,Operación normal
COL-0229,Bogotá,2025-05-28,19,4.7206,-74.0362,Industrial,Sensor_Fijo,Tráfico_Vehicular,97.5,Crítico,85,817,32.7,1.0,Lluvioso,0.81,Evento especial cercano
COL-0089,Bogotá,2025-05-30,13,4.6611,-74.0888,Residencial,Sensor_Móvil,Industrial,58.1,Alto,28,270,49.9,0.26,Ventoso,0.75,Evento especial cercano
COL-0498,Bogotá,2025-06-04,13,4.7598,-74.084,Comercial,Sensor_Fijo,Industrial,76.2,Alto,70,1018,31.8,0.86,Ventoso,0.92,Evento especial cercano
COL-0177,Bogotá,2025-06-10,7,4.76,-74.0707,Comercial,Sensor_Móvil,Construcción,83.9,Crítico,93,795,11.3,1.0,Nublado,0.97,Evento especial cercano
COL-0717,Bogotá,2025-06-13,3,4.6772,-74.0357,Industrial,Sensor_Fijo,Construcción,74.9,Moderado,22,258,53.2,0.25,Lluvioso,0.98,Obra en construcción
COL-0220,Bogotá,2025-06-19,12,4.6952,-74.0442,Industrial,Sensor_Fijo,Industrial,89.6,Crítico,55,447,42.1,0.79,Despejado,0.89,Evento especial cercano
COL-0176,Bogotá,2025-06-27,18,4.7233,-74.0468,Residencial,Sensor_Fijo,Tráfico_Vehicular,57.1,Alto,52,521,42.1,0.6,Lluvioso,1.0,Semáforo averiado
COL-0881,Bogotá,2025-07-02,20,4.6945,-74.0729,Mixta,Sensor_Fijo,Tráfico_Vehicular,57.8,Moderado,57,606,40.6,0.79,Ventoso,0.93,Semáforo averiado
COL-0348,Bogotá,2025-07-08,3,4.7544,-74.0336,Comercial,Sensor_Fijo,Eventos,60.6,Moderado,31,458,46.6,0.34,Nublado,0.7,Evento especial cercano
COL-0636,Bogotá,2025-07-10,13,4.7142,-74.1186,Mixta,Sensor_Fijo,Transporte_Público,66.3,Alto,47,479,38.9,0.74,Nublado,0.99,Medición estándar
COL-0416,Bogotá,2025-07-16,0,4.6745,-74.0546,Residencial,Sensor_Fijo,Construcción,46.4,Bajo,3,34,66.0,0.12,Despejado,0.96,Festival o concierto
COL-0651,Bogotá,2025-07-17,21,4.7303,-74.0282,Residencial,Sensor_Móvil,Mixta,42.0,Bajo,39,561,48.2,0.44,Despejado,0.92,Semáforo averiado
COL-0095,Bogotá,2025-07-20,16,4.7068,-74.0418,Residencial,Sensor_Ciudadano,Eventos,58.1,Alto,32,409,49.2,0.47,Nublado,0.74,Semáforo averiado
COL-0802,Bogotá,2025-07-30,10,4.6826,-74.1214,Residencial,Sensor_Fijo,Tráfico_Vehicular,55.9,Alto,33,439,50.4,0.34,Lluvioso,0.9,Semáforo averiado
COL-0720,Bogotá,2025-08-02,7,4.7062,-74.067,Comercial,Sensor_Móvil,Eventos,79.1,Crítico,84,931,30.0,0.99,Despejado,0.78,Moto dañada transitando
COL-0017,Bogotá,2025-08-02,16,4.6754,-74.0761,Hospitalaria,Sensor_Móvil,Transporte_Público,49.2,Alto,35,360,51.3,0.41,Nublado,0.86,Festival o concierto
COL-0874,Bogotá,2025-08-05,10,4.6614,-74.0947,Comercial,Sensor_Móvil,Transporte_Público,74.2,Alto,62,757,33.9,0.74,Lluvioso,0.91,Moto dañada transitando
COL-0344,Bogotá,2025-08-09,5,4.7341,-74.0751,Industrial,Sensor_Fijo,Mixta,72.6,Moderado,10,131,60.9,0.08,Lluvioso,0.98,Festival o concierto
COL-0396,Bogotá,2025-08-16,11,4.6833,-74.0775,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,68.0,Alto,50,545,46.2,0.59,Lluvioso,0.74,Mercado informal
COL-0417,Bogotá,2025-08-18,0,4.6841,-74.077,Hospitalaria,Sensor_Móvil,Eventos,39.0,Moderado,0,0,64.8,0.0,Lluvioso,0.94,Moto dañada transitando
COL-0759,Bogotá,2025-08-23,23,4.6753,-74.0752,Residencial,Sensor_Fijo,Tráfico_Vehicular,30.8,Bajo,5,61,62.1,0.0,Nublado,0.97,Moto dañada transitando
COL-0557,Bogotá,2025-08-24,7,4.6942,-74.1175,Residencial,Sensor_Fijo,Comercio,64.5,Crítico,50,526,47.7,0.57,Nublado,0.75,Mercado informal
COL-0112,Bogotá,2025-08-26,5,4.761,-74.1051,Mixta,Sensor_Fijo,Tráfico_Vehicular,54.2,Bajo,22,193,47.6,0.38,Despejado,0.92,Festival o concierto
COL-0437,Bogotá,2025-09-05,13,4.6881,-74.0968,Mixta,Sensor_Fijo,Transporte_Público,63.6,Moderado,54,465,40.0,0.72,Nublado,0.86,Medición estándar
COL-0163,Bogotá,2025-09-06,23,4.7221,-74.097,Comercial,Sensor_Fijo,Transporte_Público,63.0,Moderado,22,289,51.6,0.27,Ventoso,0.98,Festival o concierto
COL-0635,Bogotá,2025-09-07,0,4.7054,-74.1199,Comercial,Sensor_Móvil,Transporte_Público,56.6,Bajo,21,218,50.8,0.36,Nublado,0.71,Mercado informal
COL-0071,Bogotá,2025-09-11,15,4.7537,-74.0264,Hospitalaria,Sensor_Ciudadano,Eventos,46.7,Alto,39,366,46.8,0.62,Despejado,0.81,Operación normal
COL-0043,Bogotá,2025-09-15,17,4.7093,-74.0285,Residencial,Sensor_Móvil,Tráfico_Vehicular,56.2,Alto,55,792,39.5,0.62,Despejado,0.7,Mercado informal
COL-0704,Bogotá,2025-09-15,17,4.7006,-74.0799,Industrial,Sensor_Fijo,Tráfico_Vehicular,85.6,Alto,70,595,33.4,0.97,Nublado,0.88,Mercado informal
COL-0014,Bogotá,2025-09-19,19,4.6747,-74.12,Comercial,Sensor_Fijo,Tráfico_Vehicular,91.1,Crítico,88,1009,30.8,1.0,Lluvioso,0.86,Mercado informal
COL-0433,Bogotá,2025-09-21,23,4.7584,-74.0745,Hospitalaria,Sensor_Móvil,Tráfico_Vehicular,40.7,Moderado,0,0,67.0,0.0,Lluvioso,0.94,Alta afluencia peatonal
COL-0127,Bogotá,2025-09-24,7,4.7161,-74.039,Residencial,Sensor_Móvil,Transporte_Público,58.0,Alto,64,707,31.9,0.72,Despejado,0.99,Mercado informal
COL-0245,Bogotá,2025-09-28,5,4.6621,-74.0664,Residencial,Sensor_Fijo,Comercio,36.9,Bajo,0,0,57.3,0.04,Nublado,0.79,Obra en construcción
COL-0272,Bogotá,2025-09-30,15,4.6663,-74.036,Mixta,Sensor_Móvil,Comercio,62.0,Moderado,51,733,42.2,0.77,Nublado,0.8,Festival o concierto
COL-0423,Bogotá,2025-10-21,13,4.7184,-74.0674,Industrial,Sensor_Móvil,Tráfico_Vehicular,78.4,Moderado,60,690,29.4,0.71,Despejado,0.91,Medición estándar
COL-0728,Bogotá,2025-10-23,21,4.7052,-74.0707,Mixta,Sensor_Fijo,Transporte_Público,65.3,Alto,57,762,37.6,0.63,Lluvioso,0.82,Moto dañada transitando
COL-0342,Bogotá,2025-10-26,17,4.6841,-74.0396,Residencial,Sensor_Móvil,Mixta,50.2,Moderado,65,809,32.0,0.96,Despejado,0.73,Semáforo averiado
COL-0788,Bogotá,2025-10-28,19,4.7561,-74.0641,Mixta,Sensor_Fijo,Tráfico_Vehicular,78.4,Crítico,79,1150,25.3,1.0,Lluvioso,0.9,Festival o concierto
COL-0002,Bogotá,2025-11-05,21,4.6673,-74.1132,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,43.6,Bajo,25,312,51.6,0.25,Nublado,0.85,Obra en construcción
COL-0184,Bogotá,2025-11-21,7,4.7445,-74.1165,Comercial,Sensor_Móvil,Construcción,85.9,Crítico,93,1012,27.4,1.0,Nublado,0.91,Semáforo averiado
COL-0801,Bogotá,2025-12-05,12,4.6993,-74.031,Mixta,Sensor_Fijo,Construcción,69.0,Alto,58,669,39.8,0.71,Despejado,0.81,Festival o concierto
COL-0189,Bogotá,2025-12-10,22,4.6672,-74.0305,Residencial,Sensor_Móvil,Industrial,52.4,Moderado,0,0,62.8,0.0,Despejado,0.95,Festival o concierto
COL-0772,Bogotá,2025-12-12,0,4.7393,-74.0326,Educativa,Sensor_Fijo,Transporte_Público,49.0,Moderado,1,13,52.8,0.16,Lluvioso,0.99,Moto dañada transitando
COL-0528,Bogotá,2025-12-27,2,4.6713,-74.1183,Comercial,Sensor_Fijo,Tráfico_Vehicular,57.1,Bajo,20,261,44.5,0.36,Nublado,0.74,Operación normal
COL-0785,Bogotá,2025-12-31,21,4.7282,-74.0815,Comercial,Sensor_Fijo,Tráfico_Vehicular,67.7,Moderado,50,422,50.4,0.56,Lluvioso,0.84,Medición estándar
COL-0261,Bucaramanga,2022-01-16,20,7.0863,-73.1598,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,65.9,Moderado,65,637,42.8,0.85,Lluvioso,0.92,Mercado informal
COL-0596,Bucaramanga,2022-02-03,23,7.1324,-73.1704,Residencial,Sensor_Móvil,Tráfico_Vehicular,40.3,Bajo,0,0,57.9,0.13,Nublado,0.94,Obra en construcción
COL-0380,Bucaramanga,2022-03-26,11,7.1036,-73.1348,Hospitalaria,Sensor_Móvil,Construcción,62.7,Crítico,45,387,46.4,0.57,Nublado,0.78,Alta afluencia peatonal
COL-0585,Bucaramanga,2022-04-08,13,7.1388,-73.1664,Residencial,Sensor_Fijo,Construcción,56.4,Alto,37,372,41.2,0.4,Ventoso,0.78,Festival o concierto
COL-0968,Bucaramanga,2022-04-10,10,7.0976,-73.1538,Mixta,Sensor_Fijo,Industrial,71.8,Crítico,63,885,38.0,0.85,Lluvioso,0.82,Moto dañada transitando
COL-0007,Bucaramanga,2022-05-05,12,7.1555,-73.132,Comercial,Sensor_Ciudadano,Transporte_Público,70.4,Alto,59,830,29.3,0.75,Lluvioso,0.72,Operación normal
COL-0591,Bucaramanga,2022-05-09,0,7.0986,-73.1377,Hospitalaria,Sensor_Fijo,Industrial,48.3,Alto,8,73,62.5,0.19,Lluvioso,0.83,Medición estándar
COL-0793,Bucaramanga,2022-05-13,2,7.097,-73.1461,Mixta,Sensor_Fijo,Tráfico_Vehicular,60.1,Moderado,24,233,43.6,0.22,Nublado,0.96,Obra en construcción
COL-0419,Bucaramanga,2022-05-15,14,7.1616,-73.1363,Residencial,Sensor_Fijo,Eventos,52.8,Moderado,38,483,51.7,0.58,Lluvioso,0.91,Medición estándar
COL-0133,Bucaramanga,2022-05-18,9,7.0927,-73.1357,Residencial,Sensor_Fijo,Transporte_Público,58.3,Alto,52,490,35.1,0.74,Nublado,0.7,Operación normal
COL-0830,Bucaramanga,2022-06-01,12,7.1132,-73.1349,Industrial,Sensor_Ciudadano,Transporte_Público,86.8,Alto,41,592,35.0,0.58,Despejado,0.76,Semáforo averiado
COL-0861,Bucaramanga,2022-06-11,7,7.086,-73.1326,Educativa,Sensor_Fijo,Construcción,73.1,Crítico,66,647,29.8,0.77,Lluvioso,0.96,Evento especial cercano
COL-0203,Bucaramanga,2022-07-07,9,7.1594,-73.1001,Educativa,Sensor_Móvil,Industrial,77.1,Crítico,72,1013,38.4,0.92,Lluvioso,0.83,Festival o concierto
COL-0065,Bucaramanga,2022-08-12,18,7.0875,-73.0811,Residencial,Sensor_Fijo,Comercio,60.9,Crítico,59,554,38.5,0.8,Despejado,0.76,Operación normal
COL-0831,Bucaramanga,2022-09-14,0,7.0853,-73.0948,Residencial,Sensor_Móvil,Transporte_Público,37.3,Bajo,0,0,56.0,0.08,Despejado,0.8,Alta afluencia peatonal
COL-0845,Bucaramanga,2022-09-22,4,7.1264,-73.1459,Industrial,Sensor_Ciudadano,Transporte_Público,70.6,Moderado,12,159,58.1,0.19,Nublado,0.81,Mercado informal
COL-0265,Bucaramanga,2022-09-22,10,7.1509,-73.0811,Industrial,Sensor_Fijo,Transporte_Público,79.5,Moderado,44,614,42.1,0.52,Nublado,0.84,Operación normal
COL-0781,Bucaramanga,2022-10-05,13,7.1095,-73.1577,Comercial,Sensor_Móvil,Tráfico_Vehicular,73.0,Alto,57,775,42.9,0.71,Ventoso,0.73,Evento especial cercano
COL-0565,Bucaramanga,2022-10-12,10,7.1238,-73.1149,Comercial,Sensor_Fijo,Transporte_Público,67.0,Moderado,58,755,38.3,0.81,Nublado,0.8,Operación normal
COL-0939,Bucaramanga,2022-10-16,15,7.1108,-73.1391,Residencial,Sensor_Fijo,Construcción,61.6,Crítico,39,473,38.7,0.51,Despejado,0.91,Festival o concierto
COL-0200,Bucaramanga,2022-10-18,15,7.1441,-73.1371,Residencial,Sensor_Móvil,Tráfico_Vehicular,46.4,Bajo,20,160,53.3,0.27,Nublado,0.95,Evento especial cercano
COL-0922,Bucaramanga,2022-10-22,2,7.1239,-73.0765,Mixta,Sensor_Fijo,Industrial,63.7,Moderado,28,350,44.8,0.3,Despejado,0.96,Festival o concierto
COL-0324,Bucaramanga,2022-10-30,6,7.1302,-73.0912,Industrial,Sensor_Móvil,Transporte_Público,60.4,Bajo,54,544,40.7,0.79,Nublado,0.77,Alta afluencia peatonal
COL-0130,Bucaramanga,2022-11-09,9,7.0851,-73.0881,Residencial,Sensor_Ciudadano,Transporte_Público,54.3,Moderado,65,728,40.8,0.73,Nublado,0.95,Moto dañada transitando
COL-0851,Bucaramanga,2022-11-10,2,7.0788,-73.1149,Hospitalaria,Sensor_Fijo,Eventos,39.7,Moderado,0,0,53.2,0.04,Ventoso,0.96,Semáforo averiado
COL-0485,Bucaramanga,2022-11-12,20,7.1362,-73.0767,Comercial,Sensor_Fijo,Eventos,67.1,Moderado,66,878,41.1,0.74,Despejado,0.89,Semáforo averiado
COL-0875,Bucaramanga,2022-12-12,19,7.136,-73.0984,Industrial,Sensor_Fijo,Comercio,89.3,Crítico,78,1132,28.5,0.97,Nublado,0.75,Mercado informal
COL-0330,Bucaramanga,2022-12-22,14,7.1366,-73.1571,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,48.2,Alto,37,430,47.7,0.57,Despejado,0.78,Evento especial cercano
COL-0335,Bucaramanga,2022-12-29,18,7.0847,-73.1523,Residencial,Sensor_Móvil,Comercio,58.0,Alto,63,540,42.7,0.93,Despejado,0.71,Alta afluencia peatonal
COL-0187,Bucaramanga,2023-01-05,13,7.1063,-73.15,Residencial,Sensor_Móvil,Tráfico_Vehicular,46.9,Moderado,38,325,43.8,0.45,Despejado,0.92,Operación normal
COL-0844,Bucaramanga,2023-01-08,5,7.0761,-73.1215,Mixta,Sensor_Ciudadano,Transporte_Público,51.8,Bajo,18,217,55.1,0.18,Despejado,0.88,Operación normal
COL-0311,Bucaramanga,2023-03-30,4,7.1405,-73.0956,Comercial,Sensor_Móvil,Tráfico_Vehicular,54.5,Bajo,25,268,47.2,0.41,Nublado,0.89,Mercado informal
COL-0165,Bucaramanga,2023-04-05,6,7.1008,-73.1057,Educativa,Sensor_Fijo,Construcción,43.2,Bajo,49,437,40.1,0.63,Nublado,0.72,Obra en construcción
COL-0582,Bucaramanga,2023-05-02,6,7.1405,-73.1438,Educativa,Sensor_Fijo,Tráfico_Vehicular,40.2,Bajo,43,638,52.9,0.54,Despejado,0.72,Semáforo averiado
COL-0982,Bucaramanga,2023-06-26,7,7.0713,-73.1076,Residencial,Sensor_Ciudadano,Transporte_Público,60.8,Crítico,65,601,36.4,0.75,Despejado,0.97,Medición estándar
COL-1000,Bucaramanga,2023-07-27,23,7.1305,-73.0843,Residencial,Sensor_Fijo,Tráfico_Vehicular,35.5,Bajo,2,27,56.3,0.01,Despejado,0.74,Mercado informal
