ID_Registro,Ciudad,Fecha,Hora,Latitud,Longitud,Tipo_Zona,Tipo_Sensor,Fuente_Principal_Ruido,Nivel_Ruido_dB,Clasificacion_Normativa,Indice_Movilidad,Flujo_Vehicular_veh_h,Velocidad_Promedio_kmh,Saturacion_Transporte,Condicion_Climatica,Calidad_Señal_Sensor,Observaciones,Franja_Horaria,Es_Hora_Pico,Supera_Limite_Normativo,Indice_Congestion,Ratio_Ruido_Velocidad,Es_Diurno,Mes,Trimestre
COL-0392,Cali,2022-07-31,20,3.413,-76.4901,Comercial,Sensor_Fijo,Tráfico_Vehicular,71.2,Alto,68,755,26.6,0.83,Nublado,0.85,Operación normal,Noche,0,1,0.77,2.6767,1,7,3
COL-0158,Cali,2022-08-01,2,3.404,-76.494,Comercial,Sensor_Fijo,Comercio,55.9,Bajo,23,198,49.5,0.19,Lluvioso,0.82,Obra en construcción,Madrugada,0,0,0.206,1.1293,0,8,3
COL-0762,Cali,2022-08-21,3,3.4606,-76.5793,Mixta,Sensor_Móvil,Transporte_Público,52.8,Bajo,30,288,47.3,0.35,Despejado,0.76,Obra en construcción,Madrugada,0,0,0.33,1.1163,0,8,3
COL-0807,Cali,2022-09-06,9,3.4598,-76.4859,Comercial,Sensor_Fijo,Mixta,69.5,Moderado,84,997,31.4,1.0,Nublado,0.89,Operación normal,Mañana,1,0,0.936,2.2134,1,9,3
COL-0935,Cali,2022-09-08,12,3.4218,-76.5759,Residencial,Sensor_Fijo,Construcción,51.5,Moderado,38,446,47.9,0.43,Despejado,0.88,Festival o concierto,Tarde,0,0,0.41,1.0752,1,9,3
COL-0736,Cali,2022-09-16,0,3.4487,-76.504,Educativa,Sensor_Fijo,Transporte_Público,42.4,Bajo,10,130,56.9,0.2,Lluvioso,0.96,Operación normal,Madrugada,0,0,0.16,0.7452,0,9,3
COL-0092,Cali,2022-09-16,22,3.4637,-76.5309,Residencial,Sensor_Móvil,Construcción,54.2,Moderado,0,0,51.7,0.0,Despejado,0.71,Semáforo averiado,Noche,0,0,0.0,1.0484,0,9,3
COL-0055,Cali,2022-09-17,18,3.4578,-76.5316,Residencial,Sensor_Fijo,Tráfico_Vehicular,60.9,Crítico,55,682,44.5,0.72,Lluvioso,0.86,Obra en construcción,Noche,1,1,0.652,1.3685,1,9,3
COL-0450,Cali,2022-09-19,1,3.446,-76.522,Comercial,Sensor_Ciudadano,Industrial,68.3,Moderado,30,326,48.0,0.31,Nublado,0.94,Festival o concierto,Madrugada,0,1,0.306,1.4229,0,9,3
COL-0038,Cali,2022-09-24,9,3.4381,-76.5507,Residencial,Sensor_Fijo,Tráfico_Vehicular,55.4,Alto,57,798,35.8,0.7,Despejado,0.85,Semáforo averiado,Mañana,1,0,0.648,1.5475,1,9,3
COL-0754,Cali,2022-10-09,4,3.4089,-76.5636,Educativa,Sensor_Fijo,Transporte_Público,30.7,Bajo,12,146,55.3,0.16,Despejado,0.94,Medición estándar,Madrugada,0,0,0.144,0.5552,0,10,4
COL-0520,Cali,2022-10-11,7,3.405,-76.5543,Mixta,Sensor_Fijo,Mixta,74.3,Crítico,78,809,29.5,0.94,Despejado,0.87,Medición estándar,Mañana,1,1,0.876,2.5186,1,10,4
COL-0809,Cali,2022-10-12,11,3.481,-76.5806,Residencial,Sensor_Móvil,Transporte_Público,46.2,Bajo,34,344,50.1,0.37,Despejado,0.92,Evento especial cercano,Mañana,0,0,0.358,0.9222,1,10,4
COL-0033,Cali,2022-10-30,10,3.4324,-76.532,Industrial,Sensor_Móvil,Comercio,78.9,Moderado,41,526,46.2,0.64,Despejado,0.75,Obra en construcción,Mañana,0,1,0.548,1.7078,1,10,4
COL-0162,Cali,2022-11-13,8,3.4275,-76.4837,Residencial,Sensor_Ciudadano,Transporte_Público,60.5,Alto,59,674,35.7,0.72,Nublado,0.92,Alta afluencia peatonal,Mañana,1,0,0.668,1.6947,1,11,4
COL-0533,Cali,2022-11-25,8,3.4334,-76.5267,Residencial,Sensor_Fijo,Transporte_Público,56.2,Alto,61,620,31.3,0.86,Nublado,0.95,Obra en construcción,Mañana,1,0,0.76,1.7955,1,11,4
COL-0854,Cali,2022-11-28,8,3.4551,-76.5251,Industrial,Sensor_Fijo,Transporte_Público,94.9,Crítico,79,1037,24.1,0.99,Lluvioso,0.78,Alta afluencia peatonal,Mañana,1,1,0.91,3.9378,1,11,4
COL-0490,Cali,2022-12-06,1,3.4166,-76.5767,Residencial,Sensor_Móvil,Comercio,42.0,Bajo,5,74,69.4,0.07,Lluvioso,0.88,Operación normal,Madrugada,0,0,0.062,0.6052,0,12,4
COL-0784,Cali,2022-12-20,18,3.4946,-76.5541,Residencial,Sensor_Móvil,Tráfico_Vehicular,58.3,Alto,55,610,41.1,0.6,Despejado,0.78,Alta afluencia peatonal,Noche,1,1,0.58,1.4185,1,12,4
COL-0803,Cali,2022-12-23,11,3.4453,-76.5009,Hospitalaria,Sensor_Ciudadano,Eventos,49.3,Alto,40,325,43.7,0.52,Ventoso,0.85,Obra en construcción,Mañana,0,0,0.472,1.1281,1,12,4
COL-0506,Cali,2023-02-02,7,3.4629,-76.5153,Residencial,Sensor_Fijo,Tráfico_Vehicular,57.4,Alto,53,455,47.4,0.73,Despejado,0.71,Obra en construcción,Mañana,1,0,0.65,1.211,1,2,1
COL-0658,Cali,2023-02-17,17,3.4197,-76.5022,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,73.4,Crítico,84,726,23.1,1.0,Lluvioso,0.91,Moto dañada transitando,Tarde,1,1,0.936,3.1775,1,2,1
COL-0015,Cali,2023-03-11,16,3.4591,-76.5666,Industrial,Sensor_Fijo,Tráfico_Vehicular,84.0,Alto,42,405,44.1,0.45,Despejado,0.94,Semáforo averiado,Tarde,0,1,0.438,1.9048,1,3,1
COL-0465,Cali,2023-03-15,18,3.477,-76.4965,Comercial,Sensor_Fijo,Industrial,91.9,Crítico,95,1403,22.7,1.0,Despejado,0.89,Semáforo averiado,Noche,1,1,0.98,4.0485,1,3,1
COL-0774,Cali,2023-03-16,8,3.4951,-76.5205,Residencial,Sensor_Fijo,Tráfico_Vehicular,47.9,Moderado,60,750,31.3,0.73,Nublado,0.73,Mercado informal,Mañana,1,0,0.678,1.5304,1,3,1
COL-0233,Cali,2023-03-18,14,3.4557,-76.5813,Residencial,Sensor_Móvil,Comercio,50.4,Moderado,40,436,41.9,0.6,Ventoso,0.81,Medición estándar,Tarde,0,0,0.52,1.2029,1,3,1
COL-0030,Cali,2023-03-19,4,3.4677,-76.5599,Residencial,Sensor_Fijo,Eventos,33.8,Bajo,0,0,63.7,0.0,Nublado,0.74,Obra en construcción,Madrugada,0,0,0.0,0.5306,0,3,1
COL-0501,Cali,2023-04-25,9,3.4669,-76.5092,Mixta,Sensor_Fijo,Transporte_Público,69.3,Alto,85,1175,31.2,1.0,Despejado,0.81,Festival o concierto,Mañana,1,1,0.94,2.2212,1,4,2
COL-0810,Cali,2023-04-30,8,3.4565,-76.5562,Residencial,Sensor_Móvil,Tráfico_Vehicular,53.9,Moderado,59,626,36.6,0.65,Lluvioso,0.77,Obra en construcción,Mañana,1,0,0.626,1.4727,1,4,2
COL-0302,Cali,2023-05-14,9,3.4694,-76.5546,Comercial,Sensor_Ciudadano,Transporte_Público,73.3,Alto,89,1161,15.6,1.0,Lluvioso,0.95,Operación normal,Mañana,1,1,0.956,4.6987,1,5,2
COL-0906,Cali,2023-05-17,3,3.4409,-76.4867,Residencial,Sensor_Móvil,Comercio,34.4,Bajo,0,0,60.1,0.11,Lluvioso,0.73,Medición estándar,Madrugada,0,0,0.066,0.5724,0,5,2
COL-0040,Cali,2023-05-29,10,3.4499,-76.561,Residencial,Sensor_Fijo,Construcción,55.2,Alto,32,463,54.2,0.54,Nublado,0.86,Operación normal,Mañana,0,0,0.452,1.0185,1,5,2
COL-0771,Cali,2023-06-18,10,3.4839,-76.4933,Educativa,Sensor_Móvil,Tráfico_Vehicular,56.4,Alto,49,731,48.1,0.6,Despejado,0.86,Mercado informal,Mañana,0,0,0.556,1.1726,1,6,2
COL-0891,Cali,2023-06-27,5,3.4189,-76.5139,Residencial,Sensor_Fijo,Industrial,43.9,Bajo,0,0,53.1,0.12,Despejado,0.79,Operación normal,Madrugada,0,0,0.072,0.8267,0,6,2
COL-0036,Cali,2023-07-22,19,3.4999,-76.5062,Mixta,Sensor_Móvil,Eventos,77.1,Crítico,86,1231,24.1,1.0,Despejado,0.71,Mercado informal,Noche,1,1,0.944,3.1992,1,7,3
COL-0409,Cali,2023-08-03,5,3.4672,-76.5197,Industrial,Sensor_Fijo,Tráfico_Vehicular,69.2,Moderado,17,180,54.3,0.29,Lluvioso,0.93,Mercado informal,Madrugada,0,0,0.242,1.2744,0,8,3
COL-0239,Cali,2023-08-04,16,3.4831,-76.5819,Comercial,Sensor_Móvil,Comercio,78.4,Crítico,57,658,42.8,0.62,Nublado,0.74,Festival o concierto,Tarde,0,1,0.6,1.8318,1,8,3
COL-0860,Cali,2023-08-05,8,3.4087,-76.5362,Residencial,Sensor_Móvil,Industrial,65.0,Crítico,51,675,31.3,0.78,Nublado,0.91,Operación normal,Mañana,1,0,0.672,2.0767,1,8,3
COL-0154,Cali,2023-08-13,9,3.4535,-76.5463,Industrial,Sensor_Fijo,Tráfico_Vehicular,91.2,Crítico,79,810,36.1,0.98,Ventoso,0.94,Evento especial cercano,Mañana,1,1,0.904,2.5263,1,8,3
COL-0504,Cali,2023-09-26,17,3.4299,-76.5228,Industrial,Sensor_Móvil,Tráfico_Vehicular,91.1,Crítico,84,1121,30.4,1.0,Lluvioso,0.93,Medición estándar,Tarde,1,1,0.936,2.9967,1,9,3
COL-0363,Cali,2023-09-28,18,3.4441,-76.5814,Residencial,Sensor_Móvil,Tráfico_Vehicular,56.1,Alto,59,839,36.5,0.72,Nublado,0.74,Medición estándar,Noche,1,1,0.668,1.537,1,9,3
COL-0923,Cali,2023-10-03,13,3.4413,-76.502,Residencial,Sensor_Móvil,Eventos,54.4,Moderado,32,459,46.0,0.35,Nublado,0.91,Alta afluencia peatonal,Tarde,0,0,0.338,1.1826,1,10,4
COL-0124,Cali,2023-10-03,19,3.4511,-76.5216,Comercial,Sensor_Fijo,Comercio,68.6,Moderado,84,704,35.3,1.0,Nublado,0.82,Mercado informal,Noche,1,1,0.936,1.9433,1,10,4
COL-0349,Cali,2023-10-10,21,3.4926,-76.5477,Comercial,Sensor_Fijo,Tráfico_Vehicular,63.0,Moderado,66,926,40.8,0.94,Despejado,0.87,Festival o concierto,Noche,0,1,0.828,1.5441,1,10,4
COL-0789,Cali,2023-10-17,9,3.4032,-76.5737,Residencial,Sensor_Móvil,Transporte_Público,48.2,Moderado,54,466,46.1,0.59,Nublado,0.74,Operación normal,Mañana,1,0,0.57,1.0456,1,10,4
COL-0700,Cali,2023-10-20,2,3.4777,-76.5159,Mixta,Sensor_Fijo,Comercio,56.2,Moderado,27,311,53.7,0.38,Lluvioso,0.71,Festival o concierto,Madrugada,0,0,0.336,1.0466,0,10,4
COL-0088,Cali,2023-10-22,10,3.4273,-76.5137,Comercial,Sensor_Fijo,Tráfico_Vehicular,80.2,Crítico,50,501,40.6,0.58,Lluvioso,0.83,Mercado informal,Mañana,0,1,0.548,1.9754,1,10,4
COL-0293,Cali,2023-10-28,21,3.4391,-76.5024,Residencial,Sensor_Móvil,Comercio,51.8,Moderado,20,260,49.4,0.16,Nublado,0.93,Alta afluencia peatonal,Noche,0,0,0.176,1.0486,1,10,4
COL-0676,Cali,2023-11-11,16,3.4244,-76.5064,Residencial,Sensor_Fijo,Comercio,47.2,Moderado,36,468,40.1,0.55,Despejado,0.99,Moto dañada transitando,Tarde,0,0,0.474,1.1771,1,11,4
COL-0639,Cali,2023-11-12,7,3.4593,-76.4935,Residencial,Sensor_Fijo,Tráfico_Vehicular,60.9,Crítico,64,894,36.9,0.92,Nublado,0.9,Evento especial cercano,Mañana,1,0,0.808,1.6504,1,11,4
COL-0119,Cali,2023-11-26,23,3.435,-76.4984,Hospitalaria,Sensor_Ciudadano,Comercio,38.3,Moderado,0,0,59.3,0.14,Despejado,0.87,Operación normal,Noche,0,0,0.084,0.6459,0,11,4
COL-0925,Cali,2023-12-09,15,3.5007,-76.5752,Residencial,Sensor_Móvil,Mixta,61.5,Crítico,37,546,39.6,0.52,Despejado,0.84,Obra en construcción,Tarde,0,0,0.46,1.553,1,12,4
COL-0435,Cali,2023-12-18,1,3.4285,-76.5295,Residencial,Sensor_Fijo,Industrial,43.1,Bajo,0,0,58.9,0.0,Ventoso,0.77,Evento especial cercano,Madrugada,0,0,0.0,0.7317,0,12,4
COL-0642,Cali,2023-12-23,4,3.4316,-76.4907,Residencial,Sensor_Fijo,Mixta,40.5,Bajo,5,57,59.2,0.07,Despejado,0.96,Obra en construcción,Madrugada,0,0,0.062,0.6841,0,12,4
COL-0606,Cali,2023-12-24,15,3.4842,-76.5054,Educativa,Sensor_Fijo,Tráfico_Vehicular,52.8,Moderado,32,322,50.2,0.51,Nublado,0.83,Obra en construcción,Tarde,0,0,0.434,1.0518,1,12,4
COL-0615,Cali,2024-01-09,23,3.4722,-76.4911,Educativa,Sensor_Fijo,Comercio,46.6,Bajo,13,136,54.7,0.22,Lluvioso,0.87,Mercado informal,Noche,0,0,0.184,0.8519,0,1,1
COL-0062,Cali,2024-01-12,15,3.4672,-76.5551,Industrial,Sensor_Móvil,Eventos,81.7,Alto,50,558,33.9,0.7,Despejado,0.95,Evento especial cercano,Tarde,0,1,0.62,2.41,1,1,1
COL-0928,Cali,2024-01-29,9,3.4406,-76.5314,Mixta,Sensor_Fijo,Tráfico_Vehicular,76.4,Crítico,84,723,28.1,1.0,Lluvioso,0.86,Evento especial cercano,Mañana,1,1,0.936,2.7189,1,1,1
COL-0408,Cali,2024-02-03,3,3.4027,-76.4879,Residencial,Sensor_Fijo,Tráfico_Vehicular,38.1,Bajo,0,0,56.7,0.01,Despejado,0.82,Moto dañada transitando,Madrugada,0,0,0.006,0.672,0,2,1
COL-0552,Cali,2024-02-07,6,3.4055,-76.5701,Mixta,Sensor_Móvil,Transporte_Público,48.6,Bajo,52,585,38.5,0.61,Despejado,0.74,Operación normal,Mañana,0,0,0.574,1.2623,1,2,1
COL-0757,Cali,2024-03-26,2,3.4406,-76.5046,Comercial,Sensor_Móvil,Comercio,59.5,Bajo,25,371,44.3,0.33,Nublado,0.96,Medición estándar,Madrugada,0,0,0.298,1.3431,0,3,1
COL-0828,Cali,2024-04-18,19,3.4677,-76.483,Comercial,Sensor_Fijo,Transporte_Público,80.5,Crítico,92,1332,26.1,1.0,Nublado,0.98,Mercado informal,Noche,1,1,0.968,3.0843,1,4,2
COL-0118,Cali,2024-04-27,21,3.4214,-76.5652,Comercial,Sensor_Fijo,Construcción,75.0,Alto,58,673,41.1,0.63,Despejado,0.96,Semáforo averiado,Noche,0,1,0.61,1.8248,1,4,2
COL-0122,Cali,2024-05-01,22,3.4921,-76.51,Mixta,Sensor_Fijo,Tráfico_Vehicular,66.1,Alto,26,309,52.9,0.42,Nublado,0.75,Obra en construcción,Noche,0,1,0.356,1.2495,0,5,2
COL-0056,Cali,2024-05-12,9,3.4589,-76.5508,Comercial,Sensor_Fijo,Tráfico_Vehicular,75.7,Alto,84,673,25.4,1.0,Nublado,0.76,Evento especial cercano,Mañana,1,1,0.936,2.9803,1,5,2
COL-0152,Cali,2024-05-16,11,3.4029,-76.4844,Mixta,Sensor_Fijo,Transporte_Público,64.7,Moderado,63,561,26.8,0.72,Nublado,0.98,Operación normal,Mañana,0,0,0.684,2.4142,1,5,2
COL-0458,Cali,2024-05-17,6,3.4452,-76.4923,Mixta,Sensor_Fijo,Comercio,50.3,Bajo,45,399,35.8,0.63,Lluvioso,0.93,Festival o concierto,Mañana,0,0,0.558,1.405,1,5,2
COL-0227,Cali,2024-05-18,9,3.4503,-76.5282,Residencial,Sensor_Ciudadano,Transporte_Público,60.4,Alto,59,487,40.0,0.81,Lluvioso,0.88,Festival o concierto,Mañana,1,0,0.722,1.51,1,5,2
COL-0283,Cali,2024-05-29,18,3.4361,-76.5536,Mixta,Sensor_Fijo,Construcción,85.5,Crítico,80,687,32.9,0.97,Lluvioso,0.85,Festival o concierto,Noche,1,1,0.902,2.5988,1,5,2
COL-0538,Cali,2024-06-14,1,3.4585,-76.5302,Residencial,Sensor_Fijo,Eventos,31.2,Bajo,1,8,54.1,0.0,Despejado,0.74,Obra en construcción,Madrugada,0,0,0.004,0.5767,0,6,2
COL-0915,Cali,2024-06-19,23,3.4843,-76.5606,Comercial,Sensor_Ciudadano,Transporte_Público,51.5,Bajo,35,319,43.2,0.39,Nublado,0.99,Medición estándar,Noche,0,0,0.374,1.1921,0,6,2
COL-0714,Cali,2024-07-04,20,3.4072,-76.4853,Residencial,Sensor_Móvil,Mixta,52.7,Moderado,28,388,47.8,0.47,Nublado,0.94,Semáforo averiado,Noche,0,0,0.394,1.1025,1,7,3
COL-0937,Cali,2024-07-09,14,3.4679,-76.581,Residencial,Sensor_Fijo,Transporte_Público,48.6,Moderado,30,401,37.0,0.46,Despejado,0.81,Moto dañada transitando,Tarde,0,0,0.396,1.3135,1,7,3
COL-0748,Cali,2024-07-10,12,3.4605,-76.511,Hospitalaria,Sensor_Fijo,Industrial,60.7,Crítico,33,414,56.7,0.41,Despejado,0.99,Alta afluencia peatonal,Tarde,0,1,0.378,1.0705,1,7,3
COL-0910,Cali,2024-07-17,17,3.4809,-76.52,Industrial,Sensor_Fijo,Eventos,82.9,Alto,84,1233,30.1,0.98,Nublado,0.86,Medición estándar,Tarde,1,1,0.924,2.7542,1,7,3
COL-0104,Cali,2024-07-18,6,3.4918,-76.5507,Comercial,Sensor_Fijo,Tráfico_Vehicular,56.2,Bajo,59,875,36.7,0.78,Nublado,0.77,Alta afluencia peatonal,Mañana,0,0,0.704,1.5313,1,7,3
COL-0012,Cali,2024-07-20,4,3.4573,-76.5021,Residencial,Sensor_Fijo,Tráfico_Vehicular,34.9,Bajo,2,23,59.2,0.15,Despejado,0.71,Evento especial cercano,Madrugada,0,0,0.098,0.5895,0,7,3
COL-0296,Cali,2024-07-31,9,3.4395,-76.5664,Comercial,Sensor_Fijo,Comercio,76.0,Alto,85,938,26.7,1.0,Despejado,0.85,Moto dañada transitando,Mañana,1,1,0.94,2.8464,1,7,3
COL-0364,Cali,2024-08-03,1,3.4389,-76.5336,Educativa,Sensor_Ciudadano,Tráfico_Vehicular,41.5,Bajo,9,83,56.6,0.1,Lluvioso,0.88,Operación normal,Madrugada,0,0,0.096,0.7332,0,8,3
COL-0648,Cali,2024-08-09,1,3.4642,-76.4879,Comercial,Sensor_Fijo,Construcción,64.6,Moderado,34,491,45.5,0.42,Despejado,0.94,Evento especial cercano,Madrugada,0,1,0.388,1.4198,0,8,3
COL-0918,Cali,2024-08-09,6,3.407,-76.5603,Industrial,Sensor_Fijo,Comercio,71.3,Moderado,48,607,46.1,0.54,Nublado,0.94,Obra en construcción,Mañana,0,0,0.516,1.5466,1,8,3
COL-0563,Cali,2024-08-25,7,3.4641,-76.5371,Industrial,Sensor_Fijo,Transporte_Público,86.9,Alto,70,657,40.9,0.88,Nublado,0.79,Mercado informal,Mañana,1,1,0.808,2.1247,1,8,3
COL-0917,Cali,2024-09-18,22,3.4876,-76.5116,Educativa,Sensor_Fijo,Transporte_Público,46.7,Bajo,7,66,47.8,0.12,Despejado,0.7,Moto dañada transitando,Noche,0,0,0.1,0.977,0,9,3
COL-0243,Cali,2024-09-23,3,3.441,-76.5752,Industrial,Sensor_Fijo,Transporte_Público,67.1,Bajo,16,208,53.5,0.15,Despejado,0.77,Medición estándar,Madrugada,0,0,0.154,1.2542,0,9,3
COL-0083,Cali,2024-10-01,22,3.4683,-76.4963,Comercial,Sensor_Fijo,Transporte_Público,66.7,Moderado,22,307,55.0,0.27,Despejado,0.76,Moto dañada transitando,Noche,0,1,0.25,1.2127,0,10,4
COL-0958,Cali,2024-10-15,11,3.462,-76.5486,Comercial,Sensor_Fijo,Tráfico_Vehicular,75.2,Alto,62,625,37.9,0.87,Nublado,0.79,Alta afluencia peatonal,Mañana,0,1,0.77,1.9842,1,10,4
COL-0899,Cali,2024-10-16,18,3.436,-76.5609,Mixta,Sensor_Fijo,Mixta,78.2,Crítico,77,803,30.9,1.0,Lluvioso,0.86,Alta afluencia peatonal,Noche,1,1,0.908,2.5307,1,10,4
COL-0765,Cali,2024-10-19,2,3.4765,-76.5058,Comercial,Sensor_Fijo,Construcción,64.1,Moderado,22,292,46.2,0.3,Despejado,0.75,Moto dañada transitando,Madrugada,0,1,0.268,1.3874,0,10,4
COL-0962,Cali,2024-11-01,1,3.4429,-76.5188,Comercial,Sensor_Fijo,Comercio,52.1,Bajo,24,319,56.2,0.42,Ventoso,0.81,Evento especial cercano,Madrugada,0,0,0.348,0.927,0,11,4
COL-0459,Cali,2024-11-07,1,3.4344,-76.5701,Industrial,Sensor_Móvil,Comercio,73.7,Moderado,14,203,56.5,0.19,Nublado,0.93,Mercado informal,Madrugada,0,1,0.17,1.3044,0,11,4
COL-0063,Cali,2024-11-17,8,3.4151,-76.5621,Comercial,Sensor_Móvil,Mixta,72.2,Alto,84,825,29.7,1.0,Despejado,0.99,Moto dañada transitando,Mañana,1,1,0.936,2.431,1,11,4
COL-0477,Cali,2024-12-14,13,3.4652,-76.5624,Residencial,Sensor_Fijo,Comercio,55.3,Alto,20,298,54.4,0.18,Nublado,0.97,Alta afluencia peatonal,Tarde,0,0,0.188,1.0165,1,12,4
COL-0318,Cali,2024-12-22,13,3.4087,-76.5628,Residencial,Sensor_Fijo,Tráfico_Vehicular,53.2,Moderado,27,373,54.6,0.38,Despejado,0.88,Festival o concierto,Tarde,0,0,0.336,0.9744,1,12,4
COL-0267,Cali,2024-12-26,12,3.427,-76.4999,Comercial,Sensor_Fijo,Tráfico_Vehicular,71.7,Alto,64,869,33.5,0.95,Despejado,0.78,Obra en construcción,Tarde,0,1,0.826,2.1403,1,12,4
COL-0871,Cali,2024-12-28,9,3.4392,-76.5499,Comercial,Sensor_Fijo,Eventos,81.1,Crítico,80,1012,29.4,1.0,Nublado,0.8,Alta afluencia peatonal,Mañana,1,1,0.92,2.7585,1,12,4
COL-0666,Cali,2025-01-17,17,3.4973,-76.5102,Comercial,Sensor_Móvil,Eventos,82.0,Crítico,91,1058,22.8,1.0,Lluvioso,0.95,Obra en construcción,Tarde,1,1,0.964,3.5965,1,1,1
COL-0113,Cali,2025-02-03,14,3.4779,-76.5766,Residencial,Sensor_Fijo,Construcción,61.9,Crítico,21,311,52.2,0.26,Lluvioso,0.79,Semáforo averiado,Tarde,0,0,0.24,1.1858,1,2,1
COL-0422,Cali,2025-02-16,17,3.4049,-76.5071,Comercial,Sensor_Móvil,Tráfico_Vehicular,73.5,Alto,93,1034,30.6,1.0,Nublado,0.77,Festival o concierto,Tarde,1,1,0.972,2.402,1,2,1
COL-0446,Cali,2025-02-18,14,3.4236,-76.4981,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,59.9,Alto,30,243,41.8,0.32,Nublado,0.82,Mercado informal,Tarde,0,0,0.312,1.433,1,2,1
COL-0815,Cali,2025-03-18,13,3.4424,-76.5532,Mixta,Sensor_Ciudadano,Comercio,65.2,Alto,61,799,40.2,0.86,Despejado,0.75,Moto dañada transitando,Tarde,0,0,0.76,1.6219,1,3,1
COL-0172,Cali,2025-03-21,4,3.4973,-76.5171,Industrial,Sensor_Móvil,Tráfico_Vehicular,61.3,Bajo,12,103,54.2,0.14,Despejado,0.85,Alta afluencia peatonal,Madrugada,0,0,0.132,1.131,0,3,1
COL-0829,Cali,2025-03-23,10,3.409,-76.5209,Educativa,Sensor_Fijo,Tráfico_Vehicular,59.1,Alto,37,358,43.9,0.56,Despejado,0.93,Evento especial cercano,Mañana,0,0,0.484,1.3462,1,3,1
COL-0890,Cali,2025-03-27,10,3.4107,-76.5578,Mixta,Sensor_Móvil,Construcción,74.6,Crítico,64,819,38.2,0.83,Despejado,0.92,Operación normal,Mañana,0,1,0.754,1.9529,1,3,1
COL-0843,Cali,2025-04-18,12,3.4072,-76.5596,Residencial,Sensor_Fijo,Transporte_Público,52.8,Moderado,36,531,45.2,0.56,Lluvioso,0.71,Festival o concierto,Tarde,0,0,0.48,1.1681,1,4,2
COL-0049,Cali,2025-04-20,0,3.4464,-76.5426,Comercial,Sensor_Fijo,Tráfico_Vehicular,60.4,Moderado,25,325,47.5,0.38,Lluvioso,0.83,Moto dañada transitando,Madrugada,0,1,0.328,1.2716,0,4,2
COL-0304,Cali,2025-04-21,3,3.4043,-76.4866,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,33.0,Bajo,5,68,52.7,0.02,Nublado,0.91,Moto dañada transitando,Madrugada,0,0,0.032,0.6262,0,4,2
COL-0876,Cali,2025-04-27,12,3.4652,-76.5768,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,64.5,Moderado,60,797,38.1,0.82,Despejado,0.91,Alta afluencia peatonal,Tarde,0,0,0.732,1.6929,1,4,2
COL-0242,Cali,2025-04-29,6,3.4908,-76.5586,Comercial,Sensor_Ciudadano,Mixta,57.0,Bajo,64,570,35.2,0.85,Despejado,0.9,Alta afluencia peatonal,Mañana,0,0,0.766,1.6193,1,4,2
COL-0018,Cali,2025-05-07,1,3.4634,-76.5255,Residencial,Sensor_Fijo,Transporte_Público,35.5,Bajo,0,0,60.7,0.1,Lluvioso,0.88,Alta afluencia peatonal,Madrugada,0,0,0.06,0.5848,0,5,2
COL-0696,Cali,2025-05-18,2,3.4921,-76.5409,Residencial,Sensor_Fijo,Transporte_Público,32.0,Bajo,0,0,55.7,0.14,Nublado,0.73,Mercado informal,Madrugada,0,0,0.084,0.5745,0,5,2
COL-0708,Cali,2025-05-19,0,3.4945,-76.5238,Mixta,Sensor_Móvil,Comercio,49.2,Bajo,22,193,47.0,0.23,Lluvioso,0.89,Semáforo averiado,Madrugada,0,0,0.226,1.0468,0,5,2
COL-0106,Cali,2025-05-24,10,3.4476,-76.5688,Residencial,Sensor_Fijo,Comercio,48.5,Moderado,37,306,55.8,0.5,Despejado,0.81,Obra en construcción,Mañana,0,0,0.448,0.8692,1,5,2
COL-0577,Cali,2025-05-31,14,3.4611,-76.5535,Residencial,Sensor_Móvil,Transporte_Público,48.1,Moderado,39,552,40.3,0.6,Despejado,0.8,Evento especial cercano,Tarde,0,0,0.516,1.1935,1,5,2
COL-0775,Cali,2025-06-07,14,3.4134,-76.4893,Residencial,Sensor_Fijo,Tráfico_Vehicular,50.6,Moderado,21,244,43.4,0.35,Despejado,0.73,Alta afluencia peatonal,Tarde,0,0,0.294,1.1659,1,6,2
COL-0870,Cali,2025-06-12,4,3.4153,-76.5377,Comercial,Sensor_Móvil,Tráfico_Vehicular,50.7,Bajo,27,358,53.8,0.31,Nublado,0.75,Semáforo averiado,Madrugada,0,0,0.294,0.9424,0,6,2
COL-0569,Cali,2025-06-14,17,3.4975,-76.5453,Mixta,Sensor_Fijo,Comercio,75.7,Crítico,83,1193,22.8,1.0,Despejado,0.98,Mercado informal,Tarde,1,1,0.932,3.3202,1,6,2
COL-0489,Cali,2025-07-03,15,3.4407,-76.5561,Residencial,Sensor_Fijo,Tráfico_Vehicular,52.7,Moderado,26,268,55.6,0.3,Nublado,0.82,Festival o concierto,Tarde,0,0,0.284,0.9478,1,7,3
COL-0900,Cali,2025-07-08,7,3.4792,-76.4978,Comercial,Sensor_Fijo,Transporte_Público,74.2,Alto,95,1416,23.6,1.0,Despejado,0.7,Festival o concierto,Mañana,1,1,0.98,3.1441,1,7,3
